GENE_ID	CONTIG_ID	TYPE	LENGTH	START	END	STRAND	START_CODON	STOP_CODON	GC%	OG	ANNOTATION
1349417.PRJEB4206.CTHBC1_0185	1349417.PRJEB4206.CBQO010000009	CDS	609	4439	5047	+	Yes	Yes	42.3645320197	-	annotation product=Holliday junction ATP-dependent DNA helicase RuvA gene=ruvA tax_id_proj_id=1349417.PRJEB4206 EC_number=3.6.4.12 note=high confidence in function and specificity cog=- project_id=PRJEB4206 protein_id=CDG34860.1 GI=551235738 
1349417.PRJEB4206.CTHBC1_0186	1349417.PRJEB4206.CBQO010000009	CDS	993	5146	6138	+	Yes	Yes	45.4179254783	-	annotation product=Holliday junction ATP-dependent DNA helicase RuvB gene=ruvB tax_id_proj_id=1349417.PRJEB4206 EC_number=3.6.4.12 note=high confidence in function and specificity cog=- project_id=PRJEB4206 protein_id=CDG34861.1 GI=551235739 
1349417.PRJEB4206.CTHBC1_0187	1349417.PRJEB4206.CBQO010000009	CDS	546	6207	6752	+	Yes	Yes	37.9120879121	-	annotation tax_id_proj_id=1349417.PRJEB4206 note=high confidence in function and specificity cog=- project_id=PRJEB4206 protein_id=CDG34862.1 GI=551235740 
1349417.PRJEB4206.CTHBC1_0210	1349417.PRJEB4206.CBQO010000010	CDS	288	12905	13192	+	Yes	Yes	39.2361111111	-	annotation tax_id_proj_id=1349417.PRJEB4206 note=high confidence in function and specificity cog=- project_id=PRJEB4206 protein_id=CDG34883.1 GI=551235713 
1349417.PRJEB4206.CTHBC1_0188	1349417.PRJEB4206.CBQO010000009	CDS	1104	6893	7996	+	Yes	Yes	37.2282608696	-	annotation product=type IV pilus assembly protein PilM tax_id_proj_id=1349417.PRJEB4206 note=high confidence in function and specificity cog=- project_id=PRJEB4206 protein_id=CDG34863.1 GI=551235741 
1349417.PRJEB4206.CTHBC1_0189	1349417.PRJEB4206.CBQO010000009	CDS	2847	8306	11152	+	Yes	Yes	42.2550052687	-	annotation product=cell wall hydrolase/autolysin tax_id_proj_id=1349417.PRJEB4206 note=high confidence in function and specificity cog=- project_id=PRJEB4206 protein_id=CDG34864.1 GI=551235742 
1349417.PRJEB4206.CTHBC1_0190	1349417.PRJEB4206.CBQO010000009	CDS	1065	11292	12356	+	Yes	Yes	43.661971831	-	annotation product=UDP-glucose 4-epimerase gene=galE tax_id_proj_id=1349417.PRJEB4206 EC_number=5.1.3.2 note=high confidence in function and specificity cog=- project_id=PRJEB4206 protein_id=CDG34865.1 GI=551235743 
1349417.PRJEB4206.CTHBC1_0191	1349417.PRJEB4206.CBQO010000009	CDS	1173	12459	13631	+	Yes	Yes	40.8354646206	-	annotation tax_id_proj_id=1349417.PRJEB4206 note=high confidence in function and specificity cog=- project_id=PRJEB4206 protein_id=CDG34866.1 GI=551235744 
1349417.PRJEB4206.CTHBC1_0192	1349417.PRJEB4206.CBQO010000009	CDS	792	13699	14490	+	Yes	Yes	44.696969697	-	annotation product=Ribonuclease PH gene=rph tax_id_proj_id=1349417.PRJEB4206 EC_number=2.7.7.56 note=high confidence in function and specificity cog=- project_id=PRJEB4206 protein_id=CDG34867.1 GI=551235745 
1349417.PRJEB4206.CTHBC1_0193	1349417.PRJEB4206.CBQO010000009	CDS	600	14447	15046	+	Yes	Yes	42.8333333333	-	annotation product=Non-canonical purine NTP pyrophosphatase tax_id_proj_id=1349417.PRJEB4206 EC_number=3.6.1.19 note=high confidence in function and specificity cog=- project_id=PRJEB4206 protein_id=CDG34868.1 GI=551235746 
1349417.PRJEB4206.CTHBC1_0194	1349417.PRJEB4206.CBQO010000009	CDS	1803	15463	17265	+	Yes	Yes	37.7149195785	-	annotation product=proteinase inhibitor I4, serpin tax_id_proj_id=1349417.PRJEB4206 note=high confidence in function and specificity cog=- project_id=PRJEB4206 protein_id=CDG34869.1 GI=551235747 
1349417.PRJEB4206.CTHBC1_0195	1349417.PRJEB4206.CBQO010000009	CDS	1836	17696	19531	+	Yes	Yes	35.5119825708	-	annotation product=proteinase inhibitor I4, serpin tax_id_proj_id=1349417.PRJEB4206 note=high confidence in function and specificity cog=- project_id=PRJEB4206 protein_id=CDG34870.1 GI=551235748 
1349417.PRJEB4206.CTHBC1_0196	1349417.PRJEB4206.CBQO010000010	tRNA	74	107	180	+	Yes	Yes	54.0540540541	tRNA	annotation tax_id_proj_id=1349417.PRJEB4206 product=tRNA-Gly project_id=PRJEB4206 cog=- 
1349417.PRJEB4206.CTHBC1_0197	1349417.PRJEB4206.CBQO010000010	tRNA	77	195	271	+	Yes	Yes	59.7402597403	tRNA	annotation tax_id_proj_id=1349417.PRJEB4206 product=tRNA-Arg project_id=PRJEB4206 cog=- 
1349417.PRJEB4206.CTHBC1_0198	1349417.PRJEB4206.CBQO010000010	CDS	1185	459	1643	+	Yes	Yes	33.5864978903	-	annotation product=sodium/hydrogen exchanger tax_id_proj_id=1349417.PRJEB4206 note=high confidence in function and specificity cog=- project_id=PRJEB4206 protein_id=CDG34871.1 GI=551235701 
1349417.PRJEB4206.CTHBC1_0199	1349417.PRJEB4206.CBQO010000010	CDS	384	1732	2115	+	Yes	Yes	33.8541666667	-	annotation tax_id_proj_id=1349417.PRJEB4206 note=high confidence in function and specificity cog=- project_id=PRJEB4206 protein_id=CDG34872.1 GI=551235702 
1349417.PRJEB4206.CTHBC1_0200	1349417.PRJEB4206.CBQO010000010	CDS	147	2335	2481	+	Yes	Yes	27.2108843537	-	annotation tax_id_proj_id=1349417.PRJEB4206 note=Family membership cog=- project_id=PRJEB4206 protein_id=CDG34873.1 GI=551235703 
1349417.PRJEB4206.CTHBC1_0201	1349417.PRJEB4206.CBQO010000010	CDS	294	2538	2831	+	Yes	Yes	32.3129251701	-	annotation product=RNA polymerase, sigma-24 subunit, ECF subfamily tax_id_proj_id=1349417.PRJEB4206 note=high confidence in function and specificity cog=- project_id=PRJEB4206 protein_id=CDG34874.1 GI=551235704 
1349417.PRJEB4206.CTHBC1_0202	1349417.PRJEB4206.CBQO010000010	CDS	2094	2988	5081	-	Yes	Yes	41.3085004776	-	annotation product=Type-3 glutamine synthetase gene=glnA3 tax_id_proj_id=1349417.PRJEB4206 EC_number=6.3.1.2 note=high confidence in function and specificity cog=- project_id=PRJEB4206 protein_id=CDG34875.1 GI=551235705 
1349417.PRJEB4206.CTHBC1_0203	1349417.PRJEB4206.CBQO010000010	CDS	1092	5673	6764	+	Yes	Yes	42.1245421245	-	annotation product=putative protein TM_0398 tax_id_proj_id=1349417.PRJEB4206 note=high confidence in function and specificity cog=- project_id=PRJEB4206 protein_id=CDG34876.1 GI=551235706 
1349417.PRJEB4206.CTHBC1_0204	1349417.PRJEB4206.CBQO010000010	CDS	1506	6764	8269	+	Yes	Yes	44.1567065073	-	annotation product=Archaeal glutamate synthase [NADPH] tax_id_proj_id=1349417.PRJEB4206 EC_number=1.4.1.13 note=high confidence in function and specificity cog=- project_id=PRJEB4206 protein_id=CDG34877.1 GI=551235707 
1349417.PRJEB4206.CTHBC1_0205	1349417.PRJEB4206.CBQO010000010	CDS	429	8283	8711	+	Yes	Yes	43.3566433566	-	annotation product=4Fe-4S ferredoxin iron-sulfur binding domain protein tax_id_proj_id=1349417.PRJEB4206 note=high confidence in function and specificity cog=- project_id=PRJEB4206 protein_id=CDG34878.1 GI=551235708 
1349417.PRJEB4206.CTHBC1_0206	1349417.PRJEB4206.CBQO010000010	CDS	1236	8716	9951	+	Yes	Yes	39.4012944984	-	annotation product=FAD-dependent pyridine nucleotide-disulfide oxidoreductase tax_id_proj_id=1349417.PRJEB4206 note=high confidence in function and specificity cog=- project_id=PRJEB4206 protein_id=CDG34879.1 GI=551235709 
1349417.PRJEB4206.CTHBC1_0207	1349417.PRJEB4206.CBQO010000010	CDS	723	9948	10670	+	Yes	Yes	41.0788381743	-	annotation product=putative protein MJ1350 tax_id_proj_id=1349417.PRJEB4206 note=high confidence in function and specificity cog=- project_id=PRJEB4206 protein_id=CDG34880.1 GI=551235710 
1349417.PRJEB4206.CTHBC1_0208	1349417.PRJEB4206.CBQO010000010	CDS	1323	10703	12025	+	Yes	Yes	41.19425548	-	annotation product=Glutamine synthetase gene=glnA tax_id_proj_id=1349417.PRJEB4206 EC_number=6.3.1.2 note=high confidence in function and specificity cog=- project_id=PRJEB4206 protein_id=CDG34881.1 GI=551235711 
1349417.PRJEB4206.CTHBC1_0209	1349417.PRJEB4206.CBQO010000010	CDS	573	12053	12625	+	Yes	Yes	37.5218150087	-	annotation product=response regulator receiver and ANTAR domain protein tax_id_proj_id=1349417.PRJEB4206 note=high confidence in function and specificity cog=- project_id=PRJEB4206 protein_id=CDG34882.1 GI=551235712 
1349417.PRJEB4206.CTHBC1_0211	1349417.PRJEB4206.CBQO010000010	CDS	1959	13483	15441	+	Yes	Yes	41.6028586013	-	annotation tax_id_proj_id=1349417.PRJEB4206 note=high confidence in function and specificity cog=- project_id=PRJEB4206 protein_id=CDG34884.1 GI=551235714 
1349417.PRJEB4206.CTHBC1_0212	1349417.PRJEB4206.CBQO010000010	CDS	2232	15464	17695	+	Yes	Yes	43.0555555556	-	annotation product=UvrD/REP helicase tax_id_proj_id=1349417.PRJEB4206 note=high confidence in function and specificity cog=- project_id=PRJEB4206 protein_id=CDG34885.1 GI=551235715 
1349417.PRJEB4206.CTHBC1_0213	1349417.PRJEB4206.CBQO010000010	CDS	834	17692	18525	+	Yes	Yes	40.1678657074	-	annotation tax_id_proj_id=1349417.PRJEB4206 note=high confidence in function and specificity cog=- project_id=PRJEB4206 protein_id=CDG34886.1 GI=551235716 
1349417.PRJEB4206.CTHBC1_0214	1349417.PRJEB4206.CBQO010000010	CDS	2292	18526	20817	+	Yes	Yes	42.3647469459	-	annotation product=single-stranded-DNA-specific exonuclease RecJ tax_id_proj_id=1349417.PRJEB4206 note=high confidence in function and specificity cog=- project_id=PRJEB4206 protein_id=CDG34887.1 GI=551235717 
1349417.PRJEB4206.CTHBC1_0215	1349417.PRJEB4206.CBQO010000010	CDS	309	20914	21222	+	Yes	Yes	31.715210356	-	annotation product=glycosyl transferase family 2 tax_id_proj_id=1349417.PRJEB4206 note=high confidence in function and specificity cog=- project_id=PRJEB4206 protein_id=CDG34888.1 GI=551235718 
1349417.PRJEB4206.CTHBC1_0216	1349417.PRJEB4206.CBQO010000010	CDS	1062	21394	22455	-	Yes	Yes	36.1581920904	-	annotation product=LacI family transcription regulator tax_id_proj_id=1349417.PRJEB4206 note=high confidence in function and specificity cog=- project_id=PRJEB4206 protein_id=CDG34889.1 GI=551235719 
1349417.PRJEB4206.CTHBC1_0217	1349417.PRJEB4206.CBQO010000010	CDS	1005	22818	23822	+	Yes	Yes	41.1940298507	-	annotation product=Beta-glucanase gene=licB tax_id_proj_id=1349417.PRJEB4206 EC_number=3.2.1.73 note=high confidence in function and specificity cog=- project_id=PRJEB4206 protein_id=CDG34890.1 GI=551235720 
1349417.PRJEB4206.CTHBC1_0218	1349417.PRJEB4206.CBQO010000010	CDS	192	24112	24303	+	Yes	Yes	36.4583333333	-	annotation product=putative membrane protein tax_id_proj_id=1349417.PRJEB4206 note=Hypothetical protein cog=- project_id=PRJEB4206 protein_id=CDG34891.1 GI=551235721 
1349417.PRJEB4206.CTHBC1_0219	1349417.PRJEB4206.CBQO010000010	CDS	1416	24387	25802	-	Yes	Yes	39.6892655367	-	annotation product=Beta-glucosidase A gene=bglA tax_id_proj_id=1349417.PRJEB4206 EC_number=3.2.1.21 note=high confidence in function and specificity cog=- project_id=PRJEB4206 protein_id=CDG34892.1 GI=551235722 
1349417.PRJEB4206.CTHBC1_0220	1349417.PRJEB4206.CBQO010000010	CDS	774	26012	26785	+	Yes	Yes	36.1757105943	-	annotation tax_id_proj_id=1349417.PRJEB4206 note=high confidence in function and specificity cog=- project_id=PRJEB4206 protein_id=CDG34893.1 GI=551235723 
1349417.PRJEB4206.CTHBC1_0221	1349417.PRJEB4206.CBQO010000010	CDS	1020	27257	28276	+	Yes	Yes	44.7058823529	-	annotation product=Phenylalanine-tRNA ligase alpha subunit gene=pheS tax_id_proj_id=1349417.PRJEB4206 EC_number=6.1.1.20 note=high confidence in function and specificity cog=- project_id=PRJEB4206 protein_id=CDG34894.1 GI=551235724 
1349417.PRJEB4206.CTHBC1_0222	1349417.PRJEB4206.CBQO010000010	CDS	2388	28318	30705	+	Yes	Yes	44.5561139028	-	annotation product=Phenylalanine-tRNA ligase beta subunit gene=pheT tax_id_proj_id=1349417.PRJEB4206 EC_number=6.1.1.20 note=high confidence in function and specificity cog=- project_id=PRJEB4206 protein_id=CDG34895.1 GI=551235725 
1349417.PRJEB4206.CTHBC1_0223	1349417.PRJEB4206.CBQO010000010	CDS	225	30776	31000	-	Yes	Yes	37.7777777778	-	annotation tax_id_proj_id=1349417.PRJEB4206 note=Family membership cog=- project_id=PRJEB4206 protein_id=CDG34896.1 GI=551235726 
1349417.PRJEB4206.CTHBC1_0224	1349417.PRJEB4206.CBQO010000010	CDS	1347	31350	32696	+	Yes	Yes	42.5389755011	-	annotation product=Glucose-6-phosphate isomerase gene=pgi tax_id_proj_id=1349417.PRJEB4206 EC_number=5.3.1.9 note=high confidence in function and specificity cog=- project_id=PRJEB4206 protein_id=CDG34897.1 GI=551235727 
1349417.PRJEB4206.CTHBC1_0225	1349417.PRJEB4206.CBQO010000010	CDS	807	32836	33642	-	Yes	Yes	38.166047088	-	annotation product=metallophosphoesterase tax_id_proj_id=1349417.PRJEB4206 note=high confidence in function and specificity cog=- project_id=PRJEB4206 protein_id=CDG34898.1 GI=551235728 
1349417.PRJEB4206.CTHBC1_0226	1349417.PRJEB4206.CBQO010000010	CDS	165	33859	34023	+	Yes	Yes	36.3636363636	-	annotation tax_id_proj_id=1349417.PRJEB4206 note=Family membership cog=- project_id=PRJEB4206 protein_id=CDG34899.1 GI=551235729 
1349417.PRJEB4206.CTHBC1_0227	1349417.PRJEB4206.CBQO010000010	tRNA	84	34148	34231	+	Yes	Yes	59.5238095238	tRNA	annotation tax_id_proj_id=1349417.PRJEB4206 product=tRNA-Leu project_id=PRJEB4206 cog=- 
1349417.PRJEB4206.CTHBC1_0228	1349417.PRJEB4206.CBQO010000010	CDS	474	34500	34973	-	Yes	Yes	37.552742616	-	annotation product=5-nitroimidazole antibiotic resistance protein tax_id_proj_id=1349417.PRJEB4206 note=high confidence in function and specificity cog=- project_id=PRJEB4206 protein_id=CDG34900.1 GI=551235730 
1349417.PRJEB4206.CTHBC1_0229	1349417.PRJEB4206.CBQO010000011	CDS	267	746	1012	+	Yes	Yes	39.7003745318	-	annotation tax_id_proj_id=1349417.PRJEB4206 project_id=PRJEB4206 cog=- GI=551235629 protein_id=CDG34901.1 
1349417.PRJEB4206.CTHBC1_1320	1349417.PRJEB4206.CBQO010000040	CDS	1428	847	2274	-	Yes	Yes	38.8655462185	-	annotation product=recombinase tax_id_proj_id=1349417.PRJEB4206 note=high confidence in function and specificity cog=- project_id=PRJEB4206 protein_id=CDG35964.1 GI=551234351 
1349417.PRJEB4206.CTHBC1_1321	1349417.PRJEB4206.CBQO010000040	CDS	117	2418	2534	-	Yes	Yes	33.3333333333	-	annotation tax_id_proj_id=1349417.PRJEB4206 project_id=PRJEB4206 cog=- GI=551234352 protein_id=CDG35965.1 
1349417.PRJEB4206.CTHBC1_1322	1349417.PRJEB4206.CBQO010000040	CDS	576	2625	3200	-	Yes	Yes	38.7152777778	-	annotation product=5-formyltetrahydrofolate cyclo-ligase tax_id_proj_id=1349417.PRJEB4206 note=high confidence in function and specificity cog=- project_id=PRJEB4206 protein_id=CDG35966.1 GI=551234353 
1349417.PRJEB4206.CTHBC1_1323	1349417.PRJEB4206.CBQO010000040	CDS	687	3291	3977	-	Yes	Yes	38.5735080058	-	annotation tax_id_proj_id=1349417.PRJEB4206 note=high confidence in function and specificity cog=- project_id=PRJEB4206 protein_id=CDG35967.1 GI=551234354 
1349417.PRJEB4206.CTHBC1_1324	1349417.PRJEB4206.CBQO010000040	CDS	1056	4093	5148	-	Yes	Yes	45.5492424242	-	annotation product=Nicotinate-nucleotide- dimethylbenzimidazolephosphoribosyltransferase gene=cobT tax_id_proj_id=1349417.PRJEB4206 EC_number=2.4.2.21 note=high confidence in function and specificity cog=- project_id=PRJEB4206 protein_id=CDG35968.1 GI=551234355 
1349417.PRJEB4206.CTHBC1_1325	1349417.PRJEB4206.CBQO010000040	CDS	318	5337	5654	-	Yes	Yes	40.5660377358	-	annotation product=50S ribosomal protein L25P tax_id_proj_id=1349417.PRJEB4206 note=high confidence in function and specificity cog=- project_id=PRJEB4206 protein_id=CDG35969.1 GI=551234356 
1349417.PRJEB4206.CTHBC1_1326	1349417.PRJEB4206.CBQO010000040	CDS	315	5759	6073	-	Yes	Yes	34.9206349206	-	annotation tax_id_proj_id=1349417.PRJEB4206 note=high confidence in function and specificity cog=- project_id=PRJEB4206 protein_id=CDG35970.1 GI=551234357 
1349417.PRJEB4206.CTHBC1_1327	1349417.PRJEB4206.CBQO010000040	CDS	1005	6387	7391	+	Yes	Yes	40.3980099502	-	annotation tax_id_proj_id=1349417.PRJEB4206 note=high confidence in function and specificity cog=- project_id=PRJEB4206 protein_id=CDG35971.1 GI=551234358 
1349417.PRJEB4206.CTHBC1_1328	1349417.PRJEB4206.CBQO010000040	CDS	1248	7522	8769	+	Yes	Yes	41.1858974359	-	annotation product=UPF0348 protein tax_id_proj_id=1349417.PRJEB4206 note=high confidence in function and specificity cog=- project_id=PRJEB4206 protein_id=CDG35972.1 GI=551234359 
1349417.PRJEB4206.CTHBC1_1329	1349417.PRJEB4206.CBQO010000040	CDS	1668	8947	10614	-	Yes	Yes	42.2661870504	-	annotation product=Ribonuclease J 1 gene=rnjA tax_id_proj_id=1349417.PRJEB4206 EC_number=3.1.-.- note=high confidence in function and specificity cog=- project_id=PRJEB4206 protein_id=CDG35973.1 GI=551234360 
1349417.PRJEB4206.CTHBC1_1330	1349417.PRJEB4206.CBQO010000040	CDS	1227	11212	12438	-	Yes	Yes	43.3577832111	-	annotation product=glycosyl transferase group 1 tax_id_proj_id=1349417.PRJEB4206 note=high confidence in function and specificity cog=- project_id=PRJEB4206 protein_id=CDG35974.1 GI=551234361 
1349417.PRJEB4206.CTHBC1_1331	1349417.PRJEB4206.CBQO010000040	CDS	1374	12623	13996	-	Yes	Yes	39.7379912664	-	annotation product=putative protein YlaK gene=ylaK tax_id_proj_id=1349417.PRJEB4206 note=high confidence in function and specificity cog=- project_id=PRJEB4206 protein_id=CDG35975.1 GI=551234362 
1349417.PRJEB4206.CTHBC1_1332	1349417.PRJEB4206.CBQO010000040	CDS	348	14425	14772	-	Yes	Yes	42.5287356322	-	annotation product=cupin 2 barrel domain-containing protein tax_id_proj_id=1349417.PRJEB4206 note=high confidence in function and specificity cog=- project_id=PRJEB4206 protein_id=CDG35976.1 GI=551234363 
1349417.PRJEB4206.CTHBC1_1333	1349417.PRJEB4206.CBQO010000040	CDS	402	14998	15399	+	Yes	Yes	38.5572139303	-	annotation tax_id_proj_id=1349417.PRJEB4206 note=high confidence in function and specificity cog=- project_id=PRJEB4206 protein_id=CDG35977.1 GI=551234364 
1349417.PRJEB4206.CTHBC1_1334	1349417.PRJEB4206.CBQO010000040	tRNA	74	15528	15601	-	Yes	Yes	52.7027027027	tRNA	annotation tax_id_proj_id=1349417.PRJEB4206 product=tRNA-Gln project_id=PRJEB4206 cog=- 
1349417.PRJEB4206.CTHBC1_1335	1349417.PRJEB4206.CBQO010000040	CDS	1896	15792	17687	-	Yes	Yes	42.7742616034	-	annotation product=cellulosome anchoring protein cohesin subunit tax_id_proj_id=1349417.PRJEB4206 note=high confidence in function and specificity cog=- project_id=PRJEB4206 protein_id=CDG35978.1 GI=551234365 
1349417.PRJEB4206.CTHBC1_1336	1349417.PRJEB4206.CBQO010000040	CDS	2652	18319	20970	-	Yes	Yes	43.5143288084	-	annotation product=Pyruvate, phosphate dikinase gene=ppdK tax_id_proj_id=1349417.PRJEB4206 EC_number=2.7.9.1 note=high confidence in function and specificity cog=- project_id=PRJEB4206 protein_id=CDG35979.1 GI=551234366 
1349417.PRJEB4206.CTHBC1_1337	1349417.PRJEB4206.CBQO010000040	CDS	1074	21482	22555	+	Yes	Yes	43.0167597765	-	annotation product=radical SAM family protein tax_id_proj_id=1349417.PRJEB4206 note=high confidence in function and specificity cog=- project_id=PRJEB4206 protein_id=CDG35980.1 GI=551234367 
1349417.PRJEB4206.CTHBC1_1338	1349417.PRJEB4206.CBQO010000040	CDS	600	22582	23181	+	Yes	Yes	39.6666666667	-	annotation product=accessory gene regulator B tax_id_proj_id=1349417.PRJEB4206 note=high confidence in function and specificity cog=- project_id=PRJEB4206 protein_id=CDG35981.1 GI=551234368 
1349417.PRJEB4206.CTHBC1_1339	1349417.PRJEB4206.CBQO010000040	CDS	165	23226	23390	+	Yes	Yes	39.3939393939	-	annotation product=putative secreted protein tax_id_proj_id=1349417.PRJEB4206 note=Hypothetical protein cog=- project_id=PRJEB4206 protein_id=CDG35982.1 GI=551234369 
1349417.PRJEB4206.CTHBC1_1340	1349417.PRJEB4206.CBQO010000040	CDS	1332	23487	24818	-	Yes	Yes	34.009009009	-	annotation product=signal transduction histidine kinase regulating citrate/malate metabolism tax_id_proj_id=1349417.PRJEB4206 note=high confidence in function and specificity cog=- project_id=PRJEB4206 protein_id=CDG35983.1 GI=551234370 
1349417.PRJEB4206.CTHBC1_1341	1349417.PRJEB4206.CBQO010000040	CDS	1389	24988	26376	-	Yes	Yes	41.8286537077	-	annotation product=Glycine-tRNA ligase gene=glyQS tax_id_proj_id=1349417.PRJEB4206 EC_number=6.1.1.14 note=high confidence in function and specificity cog=- project_id=PRJEB4206 protein_id=CDG35984.1 GI=551234371 
1349417.PRJEB4206.CTHBC1_1342	1349417.PRJEB4206.CBQO010000040	CDS	1302	26518	27819	-	Yes	Yes	45.2380952381	-	annotation product=putative coenzyme A biosynthesis bifunctional protein CoaBC gene=coaBC tax_id_proj_id=1349417.PRJEB4206 EC_number=4.1.1.36 note=high confidence in function and specificity cog=- project_id=PRJEB4206 protein_id=CDG35985.1 GI=551234372 
1349417.PRJEB4206.CTHBC1_1343	1349417.PRJEB4206.CBQO010000040	CDS	237	27913	28149	-	Yes	Yes	39.6624472574	-	annotation tax_id_proj_id=1349417.PRJEB4206 note=Family membership cog=- project_id=PRJEB4206 protein_id=CDG35986.1 GI=551234373 
1349417.PRJEB4206.CTHBC1_1344	1349417.PRJEB4206.CBQO010000040	CDS	612	28209	28820	-	Yes	Yes	43.137254902	-	annotation product=Guanylate kinase gene=gmk tax_id_proj_id=1349417.PRJEB4206 EC_number=2.7.4.8 note=high confidence in function and specificity cog=- project_id=PRJEB4206 protein_id=CDG35987.1 GI=551234374 
1349417.PRJEB4206.CTHBC1_1345	1349417.PRJEB4206.CBQO010000040	CDS	282	28833	29114	-	Yes	Yes	45.0354609929	-	annotation tax_id_proj_id=1349417.PRJEB4206 note=high confidence in function and specificity cog=- project_id=PRJEB4206 protein_id=CDG35988.1 GI=551234375 
1349417.PRJEB4206.CTHBC1_1346	1349417.PRJEB4206.CBQO010000040	CDS	885	29133	30017	-	Yes	Yes	37.0621468927	-	annotation product=UPF0701 protein gene=yloC tax_id_proj_id=1349417.PRJEB4206 note=high confidence in function and specificity cog=- project_id=PRJEB4206 protein_id=CDG35989.1 GI=551234376 
1349417.PRJEB4206.CTHBC1_1347	1349417.PRJEB4206.CBQO010000040	CDS	204	30087	30290	-	Yes	Yes	28.9215686275	-	annotation tax_id_proj_id=1349417.PRJEB4206 project_id=PRJEB4206 cog=- GI=551234377 protein_id=CDG35990.1 
1349417.PRJEB4206.CTHBC1_1348	1349417.PRJEB4206.CBQO010000040	CDS	372	30368	30739	-	Yes	Yes	42.2043010753	-	annotation product=response regulator receiver protein tax_id_proj_id=1349417.PRJEB4206 note=high confidence in function and specificity cog=- project_id=PRJEB4206 protein_id=CDG35991.1 GI=551234378 
1349417.PRJEB4206.CTHBC1_1349	1349417.PRJEB4206.CBQO010000040	CDS	765	30736	31500	-	Yes	Yes	41.4379084967	-	annotation product=protein of unknown function DUF558 tax_id_proj_id=1349417.PRJEB4206 note=high confidence in function and specificity cog=- project_id=PRJEB4206 protein_id=CDG35992.1 GI=551234379 
1349417.PRJEB4206.CTHBC1_1350	1349417.PRJEB4206.CBQO010000040	CDS	942	31461	32402	-	Yes	Yes	40.9766454352	-	annotation product=Ribosomal protein L11 methyltransferase gene=prmA tax_id_proj_id=1349417.PRJEB4206 EC_number=2.1.1.- note=high confidence in function and specificity cog=- project_id=PRJEB4206 protein_id=CDG35993.1 GI=551234380 
1349417.PRJEB4206.CTHBC1_1351	1349417.PRJEB4206.CBQO010000040	CDS	1161	32420	33580	-	Yes	Yes	44.7028423773	-	annotation product=Chaperone protein DnaJ gene=dnaJ tax_id_proj_id=1349417.PRJEB4206 note=high confidence in function and specificity cog=- project_id=PRJEB4206 protein_id=CDG35994.1 GI=551234381 
1349417.PRJEB4206.CTHBC1_1352	1349417.PRJEB4206.CBQO010000040	CDS	1827	33789	35615	-	Yes	Yes	44.389709907	-	annotation product=Chaperone protein DnaK gene=dnaK tax_id_proj_id=1349417.PRJEB4206 note=high confidence in function and specificity cog=- project_id=PRJEB4206 protein_id=CDG35995.1 GI=551234382 
1349417.PRJEB4206.CTHBC1_1353	1349417.PRJEB4206.CBQO010000040	CDS	681	35712	36392	-	Yes	Yes	40.8223201175	-	annotation product=GrpE protein tax_id_proj_id=1349417.PRJEB4206 note=high confidence in function and specificity cog=- project_id=PRJEB4206 protein_id=CDG35996.1 GI=551234383 
1349417.PRJEB4206.CTHBC1_1354	1349417.PRJEB4206.CBQO010000040	CDS	1056	36503	37558	-	Yes	Yes	39.2992424242	-	annotation product=Heat-inducible transcription repressor HrcA gene=hrcA tax_id_proj_id=1349417.PRJEB4206 note=high confidence in function and specificity cog=- project_id=PRJEB4206 protein_id=CDG35997.1 GI=551234384 
1349417.PRJEB4206.CTHBC1_1355	1349417.PRJEB4206.CBQO010000040	CDS	1143	37701	38843	-	Yes	Yes	39.3700787402	-	annotation product=coproporphyrinogen III oxidase, anaerobic tax_id_proj_id=1349417.PRJEB4206 EC_number=1.3.99.22 note=high confidence in function and specificity cog=- project_id=PRJEB4206 protein_id=CDG35998.1 GI=551234385 
1349417.PRJEB4206.CTHBC1_1356	1349417.PRJEB4206.CBQO010000040	CDS	1812	38908	40719	-	Yes	Yes	43.8741721854	-	annotation product=Elongation factor 4 gene=lepA tax_id_proj_id=1349417.PRJEB4206 note=high confidence in function and specificity cog=- project_id=PRJEB4206 protein_id=CDG35999.1 GI=551234386 
1349417.PRJEB4206.CTHBC1_1357	1349417.PRJEB4206.CBQO010000040	CDS	282	40895	41176	-	Yes	Yes	35.4609929078	-	annotation tax_id_proj_id=1349417.PRJEB4206 note=high confidence in function and specificity cog=- project_id=PRJEB4206 protein_id=CDG36000.1 GI=551234387 
1349417.PRJEB4206.CTHBC1_1358	1349417.PRJEB4206.CBQO010000040	CDS	1278	41297	42574	-	Yes	Yes	39.4366197183	-	annotation product=stage II sporulation P tax_id_proj_id=1349417.PRJEB4206 note=high confidence in function and specificity cog=- project_id=PRJEB4206 protein_id=CDG36001.1 GI=551234388 
1349417.PRJEB4206.CTHBC1_1359	1349417.PRJEB4206.CBQO010000040	CDS	210	42987	43196	+	Yes	Yes	38.0952380952	-	annotation tax_id_proj_id=1349417.PRJEB4206 note=Family membership cog=- project_id=PRJEB4206 protein_id=CDG36002.1 GI=551234389 
