PROJECT_ID	PROTEIN_ID	EGGNOG_GROUP_CODE	EGGNOG_LEVEL	QUERY_LENGHT	HMM_FROM	HMM_TO	SEQ_FROM	SEQ_TO	QUERY_COVERAGE	PARENT_LUCA_GROUPS	COG_FUNCTIONAL_CATEGORIES	FUNCTIONAL_DESCRIPTION
1349417.PRJEB4206	1349417.PRJEB4206.CTHBC1_0150	0ERS4	cloNOG	183	3	184	1	183	0.994535519126	COG2316	S	Metal dependent phosphohydrolase
1349417.PRJEB4206	1349417.PRJEB4206.CTHBC1_0151	0ENZV	cloNOG	757	3	713	1	710	0.936591809775	COG0691,COG0557	K	3'-5' exoribonuclease that releases 5'-nucleoside monophosphates and is involved in maturation of structured RNAs (By similarity)
1349417.PRJEB4206	1349417.PRJEB4206.CTHBC1_0152	0EUA7	cloNOG	128	28	150	2	125	0.9609375	COG1683,COG1670	S	Purine nucleoside phosphorylase
1349417.PRJEB4206	1349417.PRJEB4206.CTHBC1_0153	0EW3G	cloNOG	85	1	75	11	85	0.870588235294	1226D	S	PTS HPr component phosphorylation site
1349417.PRJEB4206	1349417.PRJEB4206.CTHBC1_0154	0EP9B	cloNOG	434	2	435	1	433	0.995391705069	COG0621	J	MiaB-like tRNA modifying enzyme
1349417.PRJEB4206	1349417.PRJEB4206.CTHBC1_0155	0EVBD	cloNOG	90	41	122	2	83	0.9	COG4472	S	UPF0297 protein
1349417.PRJEB4206	1349417.PRJEB4206.CTHBC1_0156	0F78N	cloNOG	315	1	314	1	314	0.993650793651	COG0667	C	aldo keto reductase
1349417.PRJEB4206	1349417.PRJEB4206.CTHBC1_0157	0ETDW	cloNOG	141	1	135	1	137	0.964539007092	COG0816	L	Could be a nuclease that resolves Holliday junction intermediates in genetic recombination (By similarity)
1349417.PRJEB4206	1349417.PRJEB4206.CTHBC1_0158	0F7MC	cloNOG	96	1	96	1	96	0.989583333333	COG3906	S	Protein of unknown function (DUF1292)
1349417.PRJEB4206	1349417.PRJEB4206.CTHBC1_0159	0ESEP	cloNOG	353	7	359	8	352	0.974504249292	11FHM	S	Protein of unknown function (DUF3048)
1349417.PRJEB4206	1349417.PRJEB4206.CTHBC1_0160	0EP1C	cloNOG	613	6	615	5	612	0.990212071778	COG1032,COG5011	C	radical SAM domain protein
1349417.PRJEB4206	1349417.PRJEB4206.CTHBC1_0161	0ESF4	cloNOG	279	3	228	4	272	0.960573476703	COG5011	S	Radical SAM-linked protein
1349417.PRJEB4206	1349417.PRJEB4206.CTHBC1_0163	0EU4J	cloNOG	103	29	131	1	103	0.990291262136	COG3743,COG0261	J	This protein binds to 23S rRNA in the presence of protein L20 (By similarity)
1349417.PRJEB4206	1349417.PRJEB4206.CTHBC1_0164	0F4ZJ	cloNOG	113	1	110	1	109	0.955752212389	COG2868	J	Protein of unknown function (DUF464)
1349417.PRJEB4206	1349417.PRJEB4206.CTHBC1_0165	0EU99	cloNOG	92	1	91	1	91	0.978260869565	COG0211	J	50S ribosomal protein L27
1349417.PRJEB4206	1349417.PRJEB4206.CTHBC1_0166	0EPNR	cloNOG	424	1	426	1	423	0.995283018868	COG0536,COG0731	S	An essential GTPase which binds GTP, GDP and possibly (p)ppGpp with moderate affinity, with high nucleotide exchange rates and a fairly low GTP hydrolysis rate (By similarity). It may play a role in control of the cell cycle, stress response, ribosome biogenesis and in those bacteria that undergo differentiation, in morphogenesis control
1349417.PRJEB4206	1349417.PRJEB4206.CTHBC1_0167	0EXWK	cloNOG	74	1	60	12	73	0.824324324324	0Y4NU	S	
1349417.PRJEB4206	1349417.PRJEB4206.CTHBC1_0168	0EVS6	cloNOG	96	1	96	1	96	0.989583333333	COG1534	J	RNA-binding protein
1349417.PRJEB4206	1349417.PRJEB4206.CTHBC1_0169	0ETHF	cloNOG	185	4	174	5	175	0.918918918919	11NM0	S	
1349417.PRJEB4206	1349417.PRJEB4206.CTHBC1_0170	0ER70	cloNOG	226	5	225	2	223	0.977876106195	COG0350,COG1600,COG0546	C	4Fe-4S ferredoxin iron-sulfur binding domain protein
1349417.PRJEB4206	1349417.PRJEB4206.CTHBC1_0171	0F0CT	cloNOG	122	1	115	1	115	0.934426229508	0YJ3D	T	response regulator
1349417.PRJEB4206	1349417.PRJEB4206.CTHBC1_0173	0EPF2	cloNOG	360	1	355	1	356	0.986111111111	COG0644	C	fad dependent
1349417.PRJEB4206	1349417.PRJEB4206.CTHBC1_0174	0ETZH	cloNOG	150	1	139	1	139	0.92	11RD0	S	
1349417.PRJEB4206	1349417.PRJEB4206.CTHBC1_0175	0EUGY	cloNOG	79	81	151	9	79	0.886075949367	11ZGJ	S	
1349417.PRJEB4206	1349417.PRJEB4206.CTHBC1_0176	0ETB9	cloNOG	71	18	59	19	60	0.577464788732	COG5577	M	Inherit from COG: Spore coat protein
1349417.PRJEB4206	1349417.PRJEB4206.CTHBC1_0177	0EPF2	cloNOG	364	1	356	1	356	0.975274725275	COG0644	C	fad dependent
1349417.PRJEB4206	1349417.PRJEB4206.CTHBC1_0178	0EP1A	cloNOG	630	13	622	22	629	0.963492063492	COG1368,COG3907	M	sulfatase
1349417.PRJEB4206	1349417.PRJEB4206.CTHBC1_0179	0ESIS	cloNOG	378	5	381	4	378	0.989417989418	11I9F	G	Polysaccharide deacetylase
1349417.PRJEB4206	1349417.PRJEB4206.CTHBC1_0183	0ENXQ	cloNOG	405	2	402	3	403	0.987654320988	COG0137	E	Citrulline--aspartate ligase
1349417.PRJEB4206	1349417.PRJEB4206.CTHBC1_0184	0ESF2	cloNOG	162	1	158	1	158	0.969135802469	COG0817,COG2852	L	Nuclease that resolves Holliday junction intermediates in genetic recombination. Cleaves the cruciform structure in supercoiled DNA by nicking to strands with the same polarity at sites symmetrically opposed at the junction in the homologous arms and leaves a 5'-terminal phosphate and a 3'-terminal hydroxyl group (By similarity)
1349417.PRJEB4206	1349417.PRJEB4206.CTHBC1_0185	0EU2E	cloNOG	202	176	373	1	200	0.985148514851	COG4769,COG0632	L	The RuvA-RuvB complex in the presence of ATP renatures cruciform structure in supercoiled DNA with palindromic sequence, indicating that it may promote strand exchange reactions in homologous recombination. RuvAB is a helicase that mediates the Holliday junction migration by localized denaturation and reannealing. RuvA stimulates, in the presence of DNA, the weak ATPase activity of RuvB (By similarity)
1349417.PRJEB4206	1349417.PRJEB4206.CTHBC1_0186	0EPKM	cloNOG	330	1	330	1	329	0.993939393939	COG2255	L	The RuvA-RuvB complex in the presence of ATP renatures cruciform structure in supercoiled DNA with palindromic sequence, indicating that it may promote strand exchange reactions in homologous recombination. RuvAB is a helicase that mediates the Holliday junction migration by localized denaturation and reannealing (By similarity)
1349417.PRJEB4206	1349417.PRJEB4206.CTHBC1_0187	0ESQE	cloNOG	181	46	235	1	180	0.988950276243	COG0212,COG1636	H	protein conserved in bacteria
1349417.PRJEB4206	1349417.PRJEB4206.CTHBC1_0188	0EUDB	cloNOG	367	4	345	3	366	0.989100817439	COG4972	U	type IV pilus assembly protein pilm
1349417.PRJEB4206	1349417.PRJEB4206.CTHBC1_0189	0ET7S	cloNOG	948	34	225	5	388	0.404008438819	COG5492,COG5263,COG1388,COG1705,COG0860,COG2247,COG1649,COG0741,COG3103,COG3858,COG3409	M	N-acetylmuramoyl-L-alanine amidase
1349417.PRJEB4206	1349417.PRJEB4206.CTHBC1_0190	0EP1K	cloNOG	354	2	336	27	352	0.918079096045	COG1087	M	udp-glucose 4-epimerase
1349417.PRJEB4206	1349417.PRJEB4206.CTHBC1_0191	0ESH6	cloNOG	390	1	335	1	388	0.992307692308	COG5401	S	Lipoprotein LpqB, GerMN domain-containing protein
1349417.PRJEB4206	1349417.PRJEB4206.CTHBC1_0192	0EPET	cloNOG	263	1	260	1	260	0.984790874525	COG0127,COG0689	J	Phosphorolytic exoribonuclease that removes nucleotide residues following the -CCA terminus of tRNA and adds nucleotides to the ends of RNA molecules by using nucleoside diphosphates as substrates (By similarity)
1349417.PRJEB4206	1349417.PRJEB4206.CTHBC1_0193	0ESNP	cloNOG	199	1	197	1	196	0.979899497487	COG0622,COG0127,COG0796,COG1032	F	Pyrophosphatase that hydrolyzes non-canonical purine nucleotides such as XTP and ITP dITP to their respective monophosphate derivatives. Might exclude non-canonical purines from DNA precursor pool, thus preventing their incorporation into DNA and avoiding chromosomal lesions (By similarity)
1349417.PRJEB4206	1349417.PRJEB4206.CTHBC1_0194	0EPJ2	cloNOG	600	35	423	188	597	0.681666666667	COG5263,COG4826	O	Proteinase inhibitor
1349417.PRJEB4206	1349417.PRJEB4206.CTHBC1_0195	0EPJ2	cloNOG	611	35	424	207	609	0.657937806874	COG5263,COG4826	O	Proteinase inhibitor
1349417.PRJEB4206	1349417.PRJEB4206.CTHBC1_0198	0EPGJ	cloNOG	394	1	393	1	393	0.994923857868	COG0025	P	Sodium hydrogen exchanger
1349417.PRJEB4206	1349417.PRJEB4206.CTHBC1_0201	0ET6U	cloNOG	97	114	152	11	49	0.39175257732	COG1595	K	RNA polymerase
1349417.PRJEB4206	1349417.PRJEB4206.CTHBC1_0202	0EP9R	cloNOG	697	3	697	2	696	0.995695839311	COG3968	E	glutamine synthetase
1349417.PRJEB4206	1349417.PRJEB4206.CTHBC1_0203	0EQ8K	cloNOG	363	1	361	1	361	0.99173553719	COG0067,COG0070	E	glutamine amidotransferase
1349417.PRJEB4206	1349417.PRJEB4206.CTHBC1_0204	0EP4Q	cloNOG	501	140	163	17	40	0.0459081836327	COG0493,COG3369,COG0069,COG0067,COG1773,COG0070,COG1145	E	glutamate synthase
1349417.PRJEB4206	1349417.PRJEB4206.CTHBC1_0205	0ETNF	cloNOG	142	1	143	1	141	0.985915492958	COG1142	C	4Fe-4S ferredoxin, iron-sulfur binding
1349417.PRJEB4206	1349417.PRJEB4206.CTHBC1_0206	0EP3U	cloNOG	411	4	433	1	392	0.951338199513	COG0425,COG0607,COG0446,COG2210,COG2221	P	Pyridine nucleotide-disulfide oxidoreductase
1349417.PRJEB4206	1349417.PRJEB4206.CTHBC1_0207	0EQPW	cloNOG	240	11	255	2	240	0.991666666667	COG0070	E	Glutamate synthase alpha subunit domain protein
1349417.PRJEB4206	1349417.PRJEB4206.CTHBC1_0208	0ENYD	cloNOG	440	3	441	4	438	0.986363636364	COG0174	E	glutamine synthetase
1349417.PRJEB4206	1349417.PRJEB4206.CTHBC1_0209	0EV0H	cloNOG	190	1	189	1	190	0.994736842105	11VXS	T	ANTAR domain protein
1349417.PRJEB4206	1349417.PRJEB4206.CTHBC1_0210	0EVC8	cloNOG	95	28	113	6	91	0.894736842105	COG3326	S	membrane
1349417.PRJEB4206	1349417.PRJEB4206.CTHBC1_0211	0ES3B	cloNOG	652	17	660	2	651	0.995398773006	0XRS0	S	
1349417.PRJEB4206	1349417.PRJEB4206.CTHBC1_0212	0EQ7N	cloNOG	743	3	739	1	741	0.995962314939	COG0210	L	Helicase
1349417.PRJEB4206	1349417.PRJEB4206.CTHBC1_0213	0EVEG	cloNOG	277	3	267	5	276	0.978339350181	11HZ9	S	
1349417.PRJEB4206	1349417.PRJEB4206.CTHBC1_0214	0EQEM	cloNOG	763	1	763	1	763	0.99868938401	COG0514,COG0608,COG4199	L	exonuclease, RecJ
1349417.PRJEB4206	1349417.PRJEB4206.CTHBC1_0215	0EVBU	cloNOG	102	292	390	3	101	0.960784313725	COG3914,COG0463,COG0726,COG3475,COG3754,COG0451,COG5039,COG0438,COG1887,COG2148,COG1442	M	Glycosyl transferase family 2
1349417.PRJEB4206	1349417.PRJEB4206.CTHBC1_0216	0EQ5S	cloNOG	353	50	380	1	352	0.99433427762	COG1609	K	Transcriptional regulator, LacI family
1349417.PRJEB4206	1349417.PRJEB4206.CTHBC1_0217	0ERRY	cloNOG	334	1	354	1	333	0.994011976048	COG2273	G	glycoside hydrolase, family
1349417.PRJEB4206	1349417.PRJEB4206.CTHBC1_0219	0EP5J	cloNOG	471	3	447	24	470	0.946921443737	COG2723,COG1482,COG0837	G	hydrolase, family 1
1349417.PRJEB4206	1349417.PRJEB4206.CTHBC1_0220	0EXFQ	cloNOG	257	2	271	1	250	0.968871595331	COG4905,COG5523	S	Protein of unknown function (DUF975)
1349417.PRJEB4206	1349417.PRJEB4206.CTHBC1_0221	0ENU5	cloNOG	339	1	340	1	339	0.997050147493	COG0016	J	Phenylalanyl-tRNA synthetase alpha subunit
1349417.PRJEB4206	1349417.PRJEB4206.CTHBC1_0222	0ENSP	cloNOG	795	1	797	1	795	0.998742138365	COG0073,COG0072	J	phenylalanyl-tRNA synthetase, beta subunit
1349417.PRJEB4206	1349417.PRJEB4206.CTHBC1_0223	0EVW7	cloNOG	74	1	74	1	74	0.986486486486	127X3	S	small acid-soluble spore protein, alpha beta type
1349417.PRJEB4206	1349417.PRJEB4206.CTHBC1_0224	0EPQT	cloNOG	448	67	502	2	448	0.995535714286	COG0176,COG1098,COG0166	G	Phosphohexose isomerase
1349417.PRJEB4206	1349417.PRJEB4206.CTHBC1_0225	0F7MX	cloNOG	268	6	269	7	268	0.973880597015	COG1408	S	Calcineurin-like phosphoesterase
1349417.PRJEB4206	1349417.PRJEB4206.CTHBC1_0228	0F4SI	cloNOG	157	1	155	3	156	0.974522292994	COG3467,COG0295	S	5-nitroimidazole antibiotic resistance protein
1349417.PRJEB4206	1349417.PRJEB4206.CTHBC1_0229	0EWT9	cloNOG	88	32	97	3	68	0.738636363636	129T4	L	Transposase
1349417.PRJEB4206	1349417.PRJEB4206.CTHBC1_1320	0ESZG	cloNOG	475	32	532	1	474	0.995789473684	COG3505,COG1961,COG1132,COG2265	L	Recombinase
1349417.PRJEB4206	1349417.PRJEB4206.CTHBC1_1322	0EUJE	cloNOG	191	24	209	1	190	0.989528795812	COG0212,COG4405	H	5-formyltetrahydrofolate cycloligase
1349417.PRJEB4206	1349417.PRJEB4206.CTHBC1_1323	0F0DV	cloNOG	228	1	232	1	228	0.995614035088	0YPXS	S	
1349417.PRJEB4206	1349417.PRJEB4206.CTHBC1_1324	0EP8R	cloNOG	351	7	352	4	349	0.982905982906	COG0406,COG1063,COG0778,COG2038,COG2087	H	Catalyzes the synthesis of alpha-ribazole-5'-phosphate from nicotinate mononucleotide (NAMN) and 5,6- dimethylbenzimidazole (DMB) (By similarity)
1349417.PRJEB4206	1349417.PRJEB4206.CTHBC1_1325	0F0WX	cloNOG	105	1	101	1	100	0.942857142857	0YPVU	S	Ribosomal L25p family
1349417.PRJEB4206	1349417.PRJEB4206.CTHBC1_1326	0F1H7	cloNOG	104	1	96	1	96	0.913461538462	0YTA6	S	
1349417.PRJEB4206	1349417.PRJEB4206.CTHBC1_1327	0ET1E	cloNOG	334	1	304	3	334	0.991017964072	11K35	S	
1349417.PRJEB4206	1349417.PRJEB4206.CTHBC1_1328	0ENQC	cloNOG	415	1	411	1	415	0.997590361446	COG1323	S	UPF0348 protein
1349417.PRJEB4206	1349417.PRJEB4206.CTHBC1_1329	0EP8A	cloNOG	555	11	564	3	555	0.994594594595	COG0595,COG0526	S	metallo-beta-lactamase
1349417.PRJEB4206	1349417.PRJEB4206.CTHBC1_1330	0EP32	cloNOG	408	1	400	1	403	0.985294117647	COG1543,COG0463,COG0438	M	glycosyl transferase group 1
1349417.PRJEB4206	1349417.PRJEB4206.CTHBC1_1331	0F70U	cloNOG	457	1	452	1	457	0.997811816193	COG1875	T	PhoH family
1349417.PRJEB4206	1349417.PRJEB4206.CTHBC1_1332	0EVMJ	cloNOG	115	1	114	1	114	0.982608695652	COG0662	G	Cupin domain
1349417.PRJEB4206	1349417.PRJEB4206.CTHBC1_1333	0F093	cloNOG	133	1	129	1	129	0.962406015038	0YKH8	S	
1349417.PRJEB4206	1349417.PRJEB4206.CTHBC1_1335	0ERDT	cloNOG	631	28	55	1	66	0.103011093502	COG4886,COG1501,COG3940,11IBF,COG2730	G	S-layer protein
1349417.PRJEB4206	1349417.PRJEB4206.CTHBC1_1336	0F6X3	cloNOG	883	2	873	1	873	0.987542468856	COG0574	G	Pyruvate phosphate dikinase
1349417.PRJEB4206	1349417.PRJEB4206.CTHBC1_1337	0F4J7	cloNOG	357	3	359	2	356	0.991596638655	COG0535,COG0494	S	radical SAM domain protein
1349417.PRJEB4206	1349417.PRJEB4206.CTHBC1_1338	0EX9C	cloNOG	199	1	195	3	197	0.974874371859	0Y4A1	S	accessory gene regulator B
1349417.PRJEB4206	1349417.PRJEB4206.CTHBC1_1340	0EWAP	cloNOG	443	2	435	9	442	0.977426636569	COG2972	T	Histidine kinase
1349417.PRJEB4206	1349417.PRJEB4206.CTHBC1_1341	0ENWZ	cloNOG	462	2	463	2	462	0.995670995671	COG0423	J	Catalyzes the attachment of glycine to tRNA(Gly) (By similarity)
1349417.PRJEB4206	1349417.PRJEB4206.CTHBC1_1342	0ENT9	cloNOG	433	2	396	37	431	0.909930715935	COG0756,COG0452	H	phosphopantothenoylcysteine decarboxylase phosphopantothenate-cysteine ligase
1349417.PRJEB4206	1349417.PRJEB4206.CTHBC1_1343	0EX3I	cloNOG	78	1	68	11	78	0.858974358974	COG1758	K	Promotes RNA polymerase assembly. Latches the N- and C- terminal regions of the beta' subunit thereby facilitating its interaction with the beta and alpha subunits (By similarity)
1349417.PRJEB4206	1349417.PRJEB4206.CTHBC1_1344	0ESD9	cloNOG	203	2	196	2	197	0.960591133005	COG0194,COG2852	F	Essential for recycling GMP and indirectly, cGMP (By similarity)
1349417.PRJEB4206	1349417.PRJEB4206.CTHBC1_1345	0EUD1	cloNOG	93	2	85	1	84	0.89247311828	COG2052	S	UPF0296 protein
1349417.PRJEB4206	1349417.PRJEB4206.CTHBC1_1346	0EP6Y	cloNOG	294	1	291	1	294	0.996598639456	COG1561	S	TIGR00255 family
1349417.PRJEB4206	1349417.PRJEB4206.CTHBC1_1348	0ETRQ	cloNOG	123	1	122	1	122	0.983739837398	COG0784	T	response regulator receiver protein
1349417.PRJEB4206	1349417.PRJEB4206.CTHBC1_1349	0ES4J	cloNOG	254	1	245	8	252	0.96062992126	COG1385	S	Specifically methylates the N3 position of the uracil ring of uridine 1498 (m3U1498) in 16S rRNA. Acts on the fully assembled 30S ribosomal subunit (By similarity)
1349417.PRJEB4206	1349417.PRJEB4206.CTHBC1_1350	0EPB5	cloNOG	313	1	309	1	308	0.980830670927	COG2264	J	Methylates ribosomal protein L11 (By similarity)
1349417.PRJEB4206	1349417.PRJEB4206.CTHBC1_1351	0ENU0	cloNOG	386	1	375	1	384	0.992227979275	COG2214,COG0484	O	ATP binding to DnaK triggers the release of the substrate protein, thus completing the reaction cycle. Several rounds of ATP-dependent interactions between DnaJ, DnaK and GrpE are required for fully efficient folding. Also involved, together with DnaK and GrpE, in the DNA replication of plasmids through activation of initiation proteins (By similarity)
1349417.PRJEB4206	1349417.PRJEB4206.CTHBC1_1352	0ENQB	cloNOG	608	1	612	1	606	0.995065789474	COG0443	O	Acts as a chaperone (By similarity)
1349417.PRJEB4206	1349417.PRJEB4206.CTHBC1_1353	0EUBG	cloNOG	226	19	180	35	226	0.845132743363	COG0576	O	Participates actively in the response to hyperosmotic and heat shock by preventing the aggregation of stress-denatured proteins, in association with DnaK and GrpE. It is the nucleotide exchange factor for DnaK and may function as a thermosensor. Unfolded proteins bind initially to DnaJ
1349417.PRJEB4206	1349417.PRJEB4206.CTHBC1_1354	0EP1Y	cloNOG	351	1	340	1	342	0.97150997151	COG1420	K	Negative regulator of class I heat shock genes (grpE- dnaK-dnaJ and groELS operons). Prevents heat-shock induction of these operons (By similarity)
1349417.PRJEB4206	1349417.PRJEB4206.CTHBC1_1355	0ENMZ	cloNOG	380	39	414	5	380	0.986842105263	COG0635	H	Oxygen-independent coproporphyrinogen iii oxidase
1349417.PRJEB4206	1349417.PRJEB4206.CTHBC1_1356	0ENRC	cloNOG	603	3	600	4	602	0.991708126036	COG0481	M	Required for accurate and efficient protein synthesis under certain stress conditions. May act as a fidelity factor of the translation reaction, by catalyzing a one-codon backward translocation of tRNAs on improperly translocated ribosomes. Back- translocation proceeds from a post-translocation (POST) complex to a pre-translocation (PRE) complex, thus giving elongation factor G a second chance to translocate the tRNAs correctly. Binds to ribosomes in a GTP-dependent manner (By similarity)
1349417.PRJEB4206	1349417.PRJEB4206.CTHBC1_1357	0F1KU	cloNOG	93	1	90	1	90	0.956989247312	0YVEV	S	
1349417.PRJEB4206	1349417.PRJEB4206.CTHBC1_1358	0EQNQ	cloNOG	425	36	353	17	424	0.957647058824	0ZNVS	S	stage ii sporulation protein p
1349417.PRJEB4206	1349417.PRJEB4206.CTHBC1_1360	0ENUA	cloNOG	1433	2	1402	2	1408	0.981158408932	COG1924,COG1775,COG3580,COG3581	I	CoA-substrate-specific enzyme activase
1349417.PRJEB4206	1349417.PRJEB4206.CTHBC1_1361	0EU6D	cloNOG	174	156	323	1	174	0.994252873563	COG0681	U	signal peptidase i
1349417.PRJEB4206	1349417.PRJEB4206.CTHBC1_1362	0EP1G	cloNOG	595	3	592	3	592	0.989915966387	COG0064,COG0173	J	Aspartyl-tRNA synthetase
1349417.PRJEB4206	1349417.PRJEB4206.CTHBC1_1363	0EPNU	cloNOG	417	3	420	1	416	0.99520383693	COG0124	J	histidyl-tRNA synthetase
1349417.PRJEB4206	1349417.PRJEB4206.CTHBC1_1365	0ETTW	cloNOG	520	1	476	1	520	0.998076923077	COG1716	T	FHA domain-containing protein
1349417.PRJEB4206	1349417.PRJEB4206.CTHBC1_1366	0EX00	cloNOG	209	7	212	4	208	0.976076555024	0XV1V	S	Type IV leader peptidase family
1349417.PRJEB4206	1349417.PRJEB4206.CTHBC1_1367	0EX2Y	cloNOG	233	3	207	13	221	0.892703862661	0XUUE	S	TadE-like protein
1349417.PRJEB4206	1349417.PRJEB4206.CTHBC1_1368	0EXT5	cloNOG	68	4	55	1	52	0.75	0XZW4	S	
1349417.PRJEB4206	1349417.PRJEB4206.CTHBC1_1369	0EUPH	cloNOG	289	9	284	5	282	0.958477508651	11JRQ	U	type II secretion system protein F domain
1349417.PRJEB4206	1349417.PRJEB4206.CTHBC1_1370	0ETAH	cloNOG	268	15	265	17	268	0.936567164179	11NQ9	U	type II secretion system
1349417.PRJEB4206	1349417.PRJEB4206.CTHBC1_1371	0F7CG	cloNOG	412	3	405	7	410	0.978155339806	COG4962	U	type ii iv secretion system protein
1349417.PRJEB4206	1349417.PRJEB4206.CTHBC1_1372	0ET4X	cloNOG	375	1	354	1	371	0.986666666667	COG1192	D	Inherit from COG: cobyrinic Acid a,c-diamide synthase
1349417.PRJEB4206	1349417.PRJEB4206.CTHBC1_1373	0ENV7	cloNOG	505	2	477	3	502	0.988118811881	COG0635,COG3721	H	coproporphyrinogen III oxidase
1349417.PRJEB4206	1349417.PRJEB4206.CTHBC1_1374	0ESD7	cloNOG	201	520	718	1	199	0.985074626866	COG0491,COG3321	Q	Domain protein
1349417.PRJEB4206	1349417.PRJEB4206.CTHBC1_1375	0ET49	cloNOG	149	1	148	1	148	0.986577181208	COG0546,COG1490	J	Hydrolyzes D-tyrosyl-tRNA(Tyr) into D-tyrosine and free tRNA(Tyr). Could be a defense mechanism against a harmful effect of D-tyrosine (By similarity)
1349417.PRJEB4206	1349417.PRJEB4206.CTHBC1_1376	0EPBT	cloNOG	724	9	730	5	723	0.991712707182	COG0317	K, T	In eubacteria ppGpp (guanosine 3'-diphosphate 5-' diphosphate) is a mediator of the stringent response that coordinates a variety of cellular activities in response to changes in nutritional abundance (By similarity)
1349417.PRJEB4206	1349417.PRJEB4206.CTHBC1_1377	0ESFQ	cloNOG	171	1	170	1	171	0.994152046784	COG0503	F	Catalyzes a salvage reaction resulting in the formation of AMP, that is energically less costly than de novo synthesis (By similarity)
1349417.PRJEB4206	1349417.PRJEB4206.CTHBC1_1378	0ENMR	cloNOG	827	5	738	2	822	0.9915356711	COG0514,COG0608,COG4199	L	Single-stranded-DNA-specific exonuclease recj
1349417.PRJEB4206	1349417.PRJEB4206.CTHBC1_1379	0ET8B	cloNOG	147	1	146	1	146	0.986394557823	COG1610	S	GatB Yqey domain protein
1349417.PRJEB4206	1349417.PRJEB4206.CTHBC1_1380	0EVBG	cloNOG	58	19	76	1	58	0.98275862069	COG0828	J	30S ribosomal protein S21
1349417.PRJEB4206	1349417.PRJEB4206.CTHBC1_1381	0EPF9	cloNOG	467	11	445	5	466	0.987152034261	COG0463,COG0458,COG1366,COG0489,COG0451,COG1086,COG1922,COG0438,COG0110,COG2148	M	Exopolysaccharide biosynthesis polyprenyl glycosylphosphotransferase
1349417.PRJEB4206	1349417.PRJEB4206.CTHBC1_1382	0EU3P	cloNOG	134	3	138	1	134	0.992537313433	COG0629	L	single-stranded DNA-binding protein
1349417.PRJEB4206	1349417.PRJEB4206.CTHBC1_1383	0EVTU	cloNOG	159	14	170	2	154	0.955974842767	COG5652	S	vanz family
1349417.PRJEB4206	1349417.PRJEB4206.CTHBC1_1384	0EP3Z	cloNOG	441	4	431	4	440	0.988662131519	COG1004,COG0677,COG0451	M	nucleotide sugar dehydrogenase
1349417.PRJEB4206	1349417.PRJEB4206.CTHBC1_1385	0EQDY	cloNOG	486	1	479	1	483	0.991769547325	COG2244	M	membrane protein involved in the export of O-antigen and teichoic acid
1349417.PRJEB4206	1349417.PRJEB4206.CTHBC1_1386	0F0YW	cloNOG	423	1	421	1	422	0.995271867612	0Y82K	S	O-Antigen ligase
1349417.PRJEB4206	1349417.PRJEB4206.CTHBC1_1387	0EVBU	cloNOG	310	293	524	1	244	0.783870967742	COG3914,COG0463,COG0726,COG3475,COG3754,COG0451,COG5039,COG0438,COG1887,COG2148,COG1442	M	Glycosyl transferase family 2
1349417.PRJEB4206	1349417.PRJEB4206.CTHBC1_1388	0ERTT	cloNOG	301	7	304	3	300	0.986710963455	0Y8FN	S	Glycosyltransferase
1349417.PRJEB4206	1349417.PRJEB4206.CTHBC1_1389	0ESK2	cloNOG	381	27	398	2	371	0.968503937008	COG1887,COG0438	M	glycosyl transferase group 1
1349417.PRJEB4206	1349417.PRJEB4206.CTHBC1_1390	0ERTT	cloNOG	296	18	302	4	288	0.959459459459	0Y8FN	S	Glycosyltransferase
1349417.PRJEB4206	1349417.PRJEB4206.CTHBC1_1391	0EXDG	cloNOG	164	1	165	1	164	0.993902439024	COG5017	S	Glycosyltransferase family 28 C-terminal domain
1349417.PRJEB4206	1349417.PRJEB4206.CTHBC1_1392	0EVJZ	cloNOG	163	2	155	13	163	0.920245398773	COG0707,COG1216	M	biosynthesis protein
1349417.PRJEB4206	1349417.PRJEB4206.CTHBC1_1393	0F70V	cloNOG	347	2	315	9	342	0.959654178674	COG0451	M	Nad-dependent epimerase dehydratase
1349417.PRJEB4206	1349417.PRJEB4206.CTHBC1_1394	0ET7M	cloNOG	185	1	168	1	173	0.92972972973	11YJ7	K	NusG antitermination factor
1349417.PRJEB4206	1349417.PRJEB4206.CTHBC1_1395	0ESFX	cloNOG	464	10	456	4	463	0.989224137931	COG4464,COG3944,COG0489,COG3206	D	Capsular exopolysaccharide family
1349417.PRJEB4206	1349417.PRJEB4206.CTHBC1_1396	0EXIY	cloNOG	392	2	261	1	255	0.647959183673	0Y2KR	S	
1349417.PRJEB4206	1349417.PRJEB4206.CTHBC1_1397	0F0NC	cloNOG	188	1	210	1	188	0.994680851064	0YQX2	S	
1349417.PRJEB4206	1349417.PRJEB4206.CTHBC1_1398	0EPRI	cloNOG	183	1	183	1	181	0.983606557377	COG1898,COG1209	M	DTDP-4-dehydrorhamnose 3,5-epimerase
1349417.PRJEB4206	1349417.PRJEB4206.CTHBC1_1399	0ET48	cloNOG	258	3	242	2	242	0.93023255814	COG4464	G, M	capsular polysaccharide biosynthesis protein
1349417.PRJEB4206	1349417.PRJEB4206.CTHBC1_1400	0EV6P	cloNOG	711	1	238	1	242	0.338959212377	0XRBV	S	S-layer homology domain
