GENE_ID	CONTIG_ID	TYPE	LENGTH	START	END	STRAND	START_CODON	STOP_CODON	GC%	OG	ANNOTATION
1115511.PRJDB13.EA14781_002_00360	1115511.PRJDB13.BBMY01000002	CDS	390	37950	38339	-	Yes	Yes	50	-	annotation product=8-oxo-dGTPase gene=mutT tax_id_proj_id=1115511.PRJDB13 cog=- project_id=PRJDB13 protein_id=GAL52257.1 GI=689835844 
1115511.PRJDB13.EA14781_002_00370	1115511.PRJDB13.BBMY01000002	CDS	2706	38398	41103	-	Yes	Yes	50.7760532151	-	annotation product=preprotein translocase subunit SecA gene=secA tax_id_proj_id=1115511.PRJDB13 cog=- project_id=PRJDB13 protein_id=GAL52258.1 GI=689835845 
1115511.PRJDB13.EA14781_002_00380	1115511.PRJDB13.BBMY01000002	CDS	513	41165	41677	-	Yes	Yes	53.0214424951	-	annotation product=secretion monitor gene=secM tax_id_proj_id=1115511.PRJDB13 cog=- project_id=PRJDB13 protein_id=GAL52259.1 GI=689835846 
1115511.PRJDB13.EA14781_002_00390	1115511.PRJDB13.BBMY01000002	CDS	918	41909	42826	-	Yes	Yes	50.3267973856	-	annotation product=UDP-3-O-(3-hydroxymyristoyl)-N-acetylglucosamine deacetylase gene=lpxC tax_id_proj_id=1115511.PRJDB13 cog=- project_id=PRJDB13 protein_id=GAL52260.1 GI=689835847 
1115511.PRJDB13.EA14781_002_00400	1115511.PRJDB13.BBMY01000002	CDS	1152	42927	44078	-	Yes	Yes	52.7777777778	-	annotation product=cell division protein FtsZ gene=ftsZ tax_id_proj_id=1115511.PRJDB13 cog=- project_id=PRJDB13 protein_id=GAL52261.1 GI=689835848 
1115511.PRJDB13.EA14781_002_00410	1115511.PRJDB13.BBMY01000002	CDS	1263	44139	45401	-	Yes	Yes	51.6231195566	-	annotation product=cell division protein FtsA gene=ftsA tax_id_proj_id=1115511.PRJDB13 cog=- project_id=PRJDB13 protein_id=GAL52262.1 GI=689835849 
1115511.PRJDB13.EA14781_002_00420	1115511.PRJDB13.BBMY01000002	CDS	831	45398	46228	-	Yes	Yes	53.0685920578	-	annotation product=cell division protein FtsQ gene=ftsQ tax_id_proj_id=1115511.PRJDB13 cog=- project_id=PRJDB13 protein_id=GAL52263.1 GI=689835850 
1115511.PRJDB13.EA14781_002_00430	1115511.PRJDB13.BBMY01000002	CDS	921	46230	47150	-	Yes	Yes	50.2714440825	-	annotation product=D-alanine--D-alanine ligase B gene=ddlB tax_id_proj_id=1115511.PRJDB13 cog=- project_id=PRJDB13 protein_id=GAL52264.1 GI=689835851 
1115511.PRJDB13.EA14781_002_00440	1115511.PRJDB13.BBMY01000002	CDS	1476	47143	48618	-	Yes	Yes	52.5745257453	-	annotation product=UDP-N-acetylmuramate--L-alanine ligase gene=murC tax_id_proj_id=1115511.PRJDB13 cog=- project_id=PRJDB13 protein_id=GAL52265.1 GI=689835852 
1115511.PRJDB13.EA14781_002_00450	1115511.PRJDB13.BBMY01000002	CDS	1071	48672	49742	-	Yes	Yes	56.6760037348	-	annotation product=UDP-N-acetylglucosamine--N-acetylmuramyl- (pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase gene=murG tax_id_proj_id=1115511.PRJDB13 cog=- project_id=PRJDB13 protein_id=GAL52266.1 GI=689835853 
1115511.PRJDB13.EA14781_002_00460	1115511.PRJDB13.BBMY01000002	CDS	1245	49739	50983	-	Yes	Yes	53.2530120482	-	annotation product=cell division protein FtsW gene=ftsW tax_id_proj_id=1115511.PRJDB13 cog=- project_id=PRJDB13 protein_id=GAL52267.1 GI=689835854 
1115511.PRJDB13.EA14781_002_00470	1115511.PRJDB13.BBMY01000002	CDS	1317	50983	52299	-	Yes	Yes	55.2771450266	-	annotation product=UDP-N-acetylmuramoylalanine--D-glutamate ligase gene=murD tax_id_proj_id=1115511.PRJDB13 cog=- project_id=PRJDB13 protein_id=GAL52268.1 GI=689835855 
1115511.PRJDB13.EA14781_002_00480	1115511.PRJDB13.BBMY01000002	CDS	1083	52302	53384	-	Yes	Yes	52.1698984303	-	annotation product=phospho-N-acetylmuramoyl-pentapeptide- transferase gene=mraY tax_id_proj_id=1115511.PRJDB13 cog=- project_id=PRJDB13 protein_id=GAL52269.1 GI=689835856 
1115511.PRJDB13.EA14781_002_00490	1115511.PRJDB13.BBMY01000002	CDS	1359	53378	54736	-	Yes	Yes	54.3782192789	-	annotation product=UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D- alanine ligase gene=murF tax_id_proj_id=1115511.PRJDB13 cog=- project_id=PRJDB13 protein_id=GAL52270.1 GI=689835857 
1115511.PRJDB13.EA14781_002_00500	1115511.PRJDB13.BBMY01000002	CDS	1488	54733	56220	-	Yes	Yes	55.9139784946	-	annotation product=UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2, 6-diaminopimelate ligase gene=murE tax_id_proj_id=1115511.PRJDB13 cog=- project_id=PRJDB13 protein_id=GAL52271.1 GI=689835858 
1115511.PRJDB13.EA14781_002_00510	1115511.PRJDB13.BBMY01000002	CDS	1767	56207	57973	-	Yes	Yes	53.1975099038	-	annotation product=peptidoglycan synthase FtsI gene=ftsI tax_id_proj_id=1115511.PRJDB13 cog=- project_id=PRJDB13 protein_id=GAL52272.1 GI=689835859 
1115511.PRJDB13.EA14781_002_00520	1115511.PRJDB13.BBMY01000002	CDS	366	57989	58354	-	Yes	Yes	49.7267759563	-	annotation product=cell division protein FtsL gene=ftsL tax_id_proj_id=1115511.PRJDB13 cog=- project_id=PRJDB13 protein_id=GAL52273.1 GI=689835860 
1115511.PRJDB13.EA14781_002_00530	1115511.PRJDB13.BBMY01000002	CDS	942	58351	59292	-	Yes	Yes	53.821656051	-	annotation product=16S rRNA methyltransferase RsmH gene=rsmH tax_id_proj_id=1115511.PRJDB13 cog=- project_id=PRJDB13 protein_id=GAL52274.1 GI=689835861 
1115511.PRJDB13.EA14781_002_00540	1115511.PRJDB13.BBMY01000002	CDS	459	59294	59752	-	Yes	Yes	52.9411764706	-	annotation product=MraZ protein gene=mraZ tax_id_proj_id=1115511.PRJDB13 cog=- project_id=PRJDB13 protein_id=GAL52275.1 GI=689835862 
1115511.PRJDB13.EA14781_002_00550	1115511.PRJDB13.BBMY01000002	CDS	1005	60355	61359	-	Yes	Yes	54.5273631841	-	annotation product=fru operon transcriptional repressor gene=fruR tax_id_proj_id=1115511.PRJDB13 cog=- project_id=PRJDB13 protein_id=GAL52276.1 GI=689835863 
1115511.PRJDB13.EA14781_002_00560	1115511.PRJDB13.BBMY01000002	CDS	492	61539	62030	-	Yes	Yes	50	-	annotation product=acetolactate synthase III small subunit gene=ilvH tax_id_proj_id=1115511.PRJDB13 cog=- project_id=PRJDB13 protein_id=GAL52277.1 GI=689835864 
1115511.PRJDB13.EA14781_002_00570	1115511.PRJDB13.BBMY01000002	CDS	1725	62033	63757	-	Yes	Yes	51.0724637681	-	annotation product=acetolactate synthase III large subunit gene=ilvI tax_id_proj_id=1115511.PRJDB13 cog=- project_id=PRJDB13 protein_id=GAL52278.1 GI=689835865 
1115511.PRJDB13.EA14781_002_00580	1115511.PRJDB13.BBMY01000002	CDS	963	64075	65037	-	Yes	Yes	45.6905503634	-	annotation product=LysR family transcriptional regulator LeuO gene=leuO tax_id_proj_id=1115511.PRJDB13 cog=- project_id=PRJDB13 protein_id=GAL52279.1 GI=689835866 
1115511.PRJDB13.EA14781_002_00590	1115511.PRJDB13.BBMY01000002	CDS	1572	65856	67427	+	Yes	Yes	53.1170483461	-	annotation product=2-isopropylmalate synthase gene=leuA tax_id_proj_id=1115511.PRJDB13 cog=- project_id=PRJDB13 protein_id=GAL52280.1 GI=689835867 
1115511.PRJDB13.EA14781_002_00600	1115511.PRJDB13.BBMY01000002	CDS	1092	67427	68518	+	Yes	Yes	55.4945054945	-	annotation product=3-isopropylmalate dehydrogenase gene=leuB tax_id_proj_id=1115511.PRJDB13 cog=- project_id=PRJDB13 protein_id=GAL52281.1 GI=689835868 
1115511.PRJDB13.EA14781_002_00610	1115511.PRJDB13.BBMY01000002	CDS	1401	68521	69921	+	Yes	Yes	55.3890078515	-	annotation product=3-isopropylmalate dehydratase large subunit gene=leuC tax_id_proj_id=1115511.PRJDB13 cog=- project_id=PRJDB13 protein_id=GAL52282.1 GI=689835869 
1115511.PRJDB13.EA14781_002_00620	1115511.PRJDB13.BBMY01000002	CDS	606	69932	70537	+	Yes	Yes	52.4752475248	-	annotation product=3-isopropylmalate dehydratase small subunit gene=leuD tax_id_proj_id=1115511.PRJDB13 cog=- project_id=PRJDB13 protein_id=GAL52283.1 GI=689835870 
1115511.PRJDB13.EA14781_002_00630	1115511.PRJDB13.BBMY01000002	CDS	132	70643	70774	-	Yes	Yes	50.7575757576	-	annotation tax_id_proj_id=1115511.PRJDB13 project_id=PRJDB13 cog=- GI=689835871 protein_id=GAL52284.1 
1115511.PRJDB13.EA14781_002_00640	1115511.PRJDB13.BBMY01000002	CDS	1656	70863	72518	+	Yes	Yes	54.4685990338	-	annotation product=MarR family transcriptional regulator SgrR gene=sgrR tax_id_proj_id=1115511.PRJDB13 cog=- project_id=PRJDB13 protein_id=GAL52285.1 GI=689835872 
1115511.PRJDB13.EA14781_002_00650	1115511.PRJDB13.BBMY01000002	CDS	984	72683	73666	+	Yes	Yes	53.4552845528	-	annotation product=thiamine ABC transporter substrate-binding periplasmic protein gene=thiB tax_id_proj_id=1115511.PRJDB13 cog=- project_id=PRJDB13 protein_id=GAL52286.1 GI=689835873 
1115511.PRJDB13.EA14781_002_00660	1115511.PRJDB13.BBMY01000002	CDS	1611	73642	75252	+	Yes	Yes	57.6039726878	-	annotation product=thiamine ABC transporter permease protein gene=thiP tax_id_proj_id=1115511.PRJDB13 cog=- project_id=PRJDB13 protein_id=GAL52287.1 GI=689835874 
1115511.PRJDB13.EA14781_002_00670	1115511.PRJDB13.BBMY01000002	CDS	699	75236	75934	+	Yes	Yes	56.7954220315	-	annotation product=thiamine ABC transporter ATP-binding protein gene=thiQ tax_id_proj_id=1115511.PRJDB13 cog=- project_id=PRJDB13 protein_id=GAL52288.1 GI=689835875 
1115511.PRJDB13.EA14781_002_00680	1115511.PRJDB13.BBMY01000002	CDS	765	76042	76806	-	Yes	Yes	54.6405228758	-	annotation product=hypothetical protein YabI gene=yabI tax_id_proj_id=1115511.PRJDB13 cog=- project_id=PRJDB13 protein_id=GAL52289.1 GI=689835876 
1115511.PRJDB13.EA14781_002_00690	1115511.PRJDB13.BBMY01000002	CDS	879	76892	77770	-	Yes	Yes	50.739476678	-	annotation product=arabinose operon transcriptional regulator gene=araC tax_id_proj_id=1115511.PRJDB13 cog=- project_id=PRJDB13 protein_id=GAL52290.1 GI=689835877 
1115511.PRJDB13.EA14781_002_00700	1115511.PRJDB13.BBMY01000002	CDS	1701	78109	79809	+	Yes	Yes	57.2016460905	-	annotation product=L-ribulokinase gene=araB tax_id_proj_id=1115511.PRJDB13 cog=- project_id=PRJDB13 protein_id=GAL52291.1 GI=689835878 
1115511.PRJDB13.EA14781_002_00710	1115511.PRJDB13.BBMY01000002	CDS	1503	79820	81322	+	Yes	Yes	54.9567531603	-	annotation product=L-arabinose isomerase gene=araA tax_id_proj_id=1115511.PRJDB13 cog=- project_id=PRJDB13 protein_id=GAL52292.1 GI=689835879 
1115511.PRJDB13.EA14781_002_00720	1115511.PRJDB13.BBMY01000002	CDS	696	81437	82132	+	Yes	Yes	54.5977011494	-	annotation product=L-ribulose-5-phosphate 4-epimerase gene=araD tax_id_proj_id=1115511.PRJDB13 cog=- project_id=PRJDB13 protein_id=GAL52293.1 GI=689835880 
1115511.PRJDB13.EA14781_002_00730	1115511.PRJDB13.BBMY01000002	CDS	2352	82207	84558	+	Yes	Yes	54.4642857143	-	annotation product=DNA polymerase II gene=polB tax_id_proj_id=1115511.PRJDB13 cog=- project_id=PRJDB13 protein_id=GAL52294.1 GI=689835881 
1115511.PRJDB13.EA14781_002_00740	1115511.PRJDB13.BBMY01000002	CDS	2907	84722	87628	+	Yes	Yes	55.2115583075	-	annotation product=RNA polymerase-associated protein RapA gene=rapA tax_id_proj_id=1115511.PRJDB13 cog=- project_id=PRJDB13 protein_id=GAL52295.1 GI=689835882 
1115511.PRJDB13.EA14781_002_00750	1115511.PRJDB13.BBMY01000002	CDS	660	87640	88299	+	Yes	Yes	54.696969697	-	annotation product=23S rRNA/tRNA pseudouridine synthase RluA gene=rluA tax_id_proj_id=1115511.PRJDB13 cog=- project_id=PRJDB13 protein_id=GAL52296.1 GI=689835883 
1115511.PRJDB13.EA14781_002_00760	1115511.PRJDB13.BBMY01000002	CDS	816	88469	89284	-	Yes	Yes	51.4705882353	-	annotation product=DnaJ-like protein DjlA gene=djlA tax_id_proj_id=1115511.PRJDB13 cog=- project_id=PRJDB13 protein_id=GAL52297.1 GI=689835884 
1115511.PRJDB13.EA14781_002_00770	1115511.PRJDB13.BBMY01000002	CDS	2358	89539	91896	+	Yes	Yes	49.9151823579	-	annotation product=LPS-assembly protein LptD gene=lptD tax_id_proj_id=1115511.PRJDB13 cog=- project_id=PRJDB13 protein_id=GAL52298.1 GI=689835885 
1115511.PRJDB13.EA14781_002_00780	1115511.PRJDB13.BBMY01000002	CDS	1287	91949	93235	+	Yes	Yes	52.6806526807	-	annotation product=chaperone protein SurA gene=surA tax_id_proj_id=1115511.PRJDB13 cog=- project_id=PRJDB13 protein_id=GAL52299.1 GI=689835886 
1115511.PRJDB13.EA14781_002_00790	1115511.PRJDB13.BBMY01000002	CDS	990	93235	94224	+	Yes	Yes	56.3636363636	-	annotation product=4-hydroxythreonine-4-phosphate dehydrogenase gene=pdxA tax_id_proj_id=1115511.PRJDB13 cog=- project_id=PRJDB13 protein_id=GAL52300.1 GI=689835887 
1115511.PRJDB13.EA14781_002_00800	1115511.PRJDB13.BBMY01000002	CDS	822	94221	95042	+	Yes	Yes	51.8248175182	-	annotation product=16S rRNA dimethyladenosine transferase gene=rsmA tax_id_proj_id=1115511.PRJDB13 cog=- project_id=PRJDB13 protein_id=GAL52301.1 GI=689835888 
1115511.PRJDB13.EA14781_002_00810	1115511.PRJDB13.BBMY01000002	CDS	378	95045	95422	+	Yes	Yes	50.2645502646	-	annotation product=ApaG protein gene=apaG tax_id_proj_id=1115511.PRJDB13 cog=- project_id=PRJDB13 protein_id=GAL52302.1 GI=689835889 
1115511.PRJDB13.EA14781_002_00820	1115511.PRJDB13.BBMY01000002	CDS	849	95428	96276	+	Yes	Yes	54.2991755006	-	annotation product=bis(5'-nucleosyl)-tetraphosphatase gene=apaH tax_id_proj_id=1115511.PRJDB13 cog=- project_id=PRJDB13 protein_id=GAL52303.1 GI=689835890 
1115511.PRJDB13.EA14781_002_00830	1115511.PRJDB13.BBMY01000002	CDS	318	96505	96822	-	Yes	Yes	48.1132075472	-	annotation tax_id_proj_id=1115511.PRJDB13 project_id=PRJDB13 cog=- GI=689835891 protein_id=GAL52304.1 
1115511.PRJDB13.EA14781_002_00840	1115511.PRJDB13.BBMY01000002	CDS	480	96908	97387	-	Yes	Yes	52.7083333333	-	annotation product=dihydrofolate reductase FolA gene=folA tax_id_proj_id=1115511.PRJDB13 cog=- project_id=PRJDB13 protein_id=GAL52305.1 GI=689835892 
1115511.PRJDB13.EA14781_002_00850	1115511.PRJDB13.BBMY01000002	CDS	1860	97582	99441	-	Yes	Yes	53.5483870968	-	annotation product=glutathione-regulated potassium-efflux system protein KefC gene=kefC tax_id_proj_id=1115511.PRJDB13 cog=- project_id=PRJDB13 protein_id=GAL52306.1 GI=689835893 
1115511.PRJDB13.EA14781_002_00860	1115511.PRJDB13.BBMY01000002	CDS	531	99434	99964	-	Yes	Yes	54.4256120527	-	annotation product=glutathione-regulated potassium-efflux system ancillary protein KefF gene=kefF tax_id_proj_id=1115511.PRJDB13 cog=- project_id=PRJDB13 protein_id=GAL52307.1 GI=689835894 
1115511.PRJDB13.EA14781_002_00870	1115511.PRJDB13.BBMY01000002	CDS	1332	100072	101403	-	Yes	Yes	53.6036036036	-	annotation product=putative major facilitator superfamily transporter YaaU gene=yaaU tax_id_proj_id=1115511.PRJDB13 cog=- project_id=PRJDB13 protein_id=GAL52308.1 GI=689835895 
1115511.PRJDB13.EA14781_002_00880	1115511.PRJDB13.BBMY01000002	CDS	288	101577	101864	-	Yes	Yes	55.5555555556	-	annotation product=ferredoxin-like protein FixX gene=fixX tax_id_proj_id=1115511.PRJDB13 cog=- project_id=PRJDB13 protein_id=GAL52309.1 GI=689835896 
1115511.PRJDB13.EA14781_002_00890	1115511.PRJDB13.BBMY01000002	CDS	1287	101861	103147	-	Yes	Yes	55.2447552448	-	annotation product=FixC protein gene=fixC tax_id_proj_id=1115511.PRJDB13 cog=- project_id=PRJDB13 protein_id=GAL52310.1 GI=689835897 
1115511.PRJDB13.EA14781_002_00900	1115511.PRJDB13.BBMY01000002	CDS	942	103198	104139	-	Yes	Yes	55.7324840764	-	annotation product=FixB protein gene=fixB tax_id_proj_id=1115511.PRJDB13 cog=- project_id=PRJDB13 protein_id=GAL52311.1 GI=689835898 
1115511.PRJDB13.EA14781_002_00910	1115511.PRJDB13.BBMY01000002	CDS	771	104154	104924	-	Yes	Yes	52.3994811933	-	annotation product=FixA protein gene=fixA tax_id_proj_id=1115511.PRJDB13 cog=- project_id=PRJDB13 protein_id=GAL52312.1 GI=689835899 
1115511.PRJDB13.EA14781_002_00920	1115511.PRJDB13.BBMY01000002	CDS	1515	105407	106921	+	Yes	Yes	52.7392739274	-	annotation product=L-carnitine/gamma-butyrobetaine antiporter gene=caiT tax_id_proj_id=1115511.PRJDB13 cog=- project_id=PRJDB13 protein_id=GAL52313.1 GI=689835900 
1115511.PRJDB13.EA14781_002_00930	1115511.PRJDB13.BBMY01000002	CDS	1143	106952	108094	+	Yes	Yes	53.1933508311	-	annotation product=crotonobetainyl-CoA dehydrogenase gene=caiA tax_id_proj_id=1115511.PRJDB13 cog=- project_id=PRJDB13 protein_id=GAL52314.1 GI=689835901 
1115511.PRJDB13.EA14781_002_00940	1115511.PRJDB13.BBMY01000002	CDS	1125	108461	109585	+	Yes	Yes	53.6	-	annotation product=crotonobetainyl-CoA--carnitine CoA-transferase gene=caiB tax_id_proj_id=1115511.PRJDB13 cog=- project_id=PRJDB13 protein_id=GAL52315.1 GI=689835902 
1115511.PRJDB13.EA14781_002_00950	1115511.PRJDB13.BBMY01000002	CDS	1554	109658	111211	+	Yes	Yes	50	-	annotation product=putative crotonobetaine/carnitine--CoA ligase gene=caiC tax_id_proj_id=1115511.PRJDB13 cog=- project_id=PRJDB13 protein_id=GAL52316.1 GI=689835903 
1115511.PRJDB13.EA14781_002_00960	1115511.PRJDB13.BBMY01000002	CDS	786	111321	112106	+	Yes	Yes	54.1984732824	-	annotation product=carnitinyl-CoA dehydratase gene=caiD tax_id_proj_id=1115511.PRJDB13 cog=- project_id=PRJDB13 protein_id=GAL52317.1 GI=689835904 
1115511.PRJDB13.EA14781_002_00970	1115511.PRJDB13.BBMY01000002	CDS	591	112113	112703	+	Yes	Yes	52.9610829103	-	annotation product=carnitine operon protein CaiE gene=caiE tax_id_proj_id=1115511.PRJDB13 cog=- project_id=PRJDB13 protein_id=GAL52318.1 GI=689835905 
1115511.PRJDB13.EA14781_138_00010	1115511.PRJDB13.BBMY01000138	CDS	639	0	642	+	No	No	48.6697965571	-	annotation product=alpha,alpha-trehalose-phosphate synthase gene=otsA tax_id_proj_id=1115511.PRJDB13 cog=- project_id=PRJDB13 protein_id=GAL55807.1 GI=689831918 
1115511.PRJDB13.EA14781_138_00020	1115511.PRJDB13.BBMY01000138	CDS	429	648	1076	-	Yes	Yes	44.289044289	-	annotation product=universal stress protein C gene=uspC tax_id_proj_id=1115511.PRJDB13 cog=- project_id=PRJDB13 protein_id=GAL55808.1 GI=689831919 
1115511.PRJDB13.EA14781_138_00030	1115511.PRJDB13.BBMY01000138	CDS	351	1856	2206	+	Yes	Yes	45.8689458689	-	annotation product=flagellar operon transcriptional regulator FlhD gene=flhD tax_id_proj_id=1115511.PRJDB13 cog=- project_id=PRJDB13 protein_id=GAL55809.1 GI=689831920 
1115511.PRJDB13.EA14781_138_00040	1115511.PRJDB13.BBMY01000138	CDS	582	2206	2787	+	Yes	Yes	50.3436426117	-	annotation product=flagellar operon transcriptional regulator FlhC gene=flhC tax_id_proj_id=1115511.PRJDB13 cog=- project_id=PRJDB13 protein_id=GAL55810.1 GI=689831921 
1115511.PRJDB13.EA14781_138_00050	1115511.PRJDB13.BBMY01000138	CDS	888	2913	3800	+	Yes	Yes	52.1396396396	-	annotation product=flagellar motor protein MotA gene=motA tax_id_proj_id=1115511.PRJDB13 cog=- project_id=PRJDB13 protein_id=GAL55811.1 GI=689831922 
1115511.PRJDB13.EA14781_138_00060	1115511.PRJDB13.BBMY01000138	CDS	927	3797	4723	+	Yes	Yes	51.8878101402	-	annotation product=flagellar motor protein MotB gene=motB tax_id_proj_id=1115511.PRJDB13 cog=- project_id=PRJDB13 protein_id=GAL55812.1 GI=689831923 
1115511.PRJDB13.EA14781_138_00080	1115511.PRJDB13.BBMY01000138	CDS	189	4834	5022	+	Yes	Yes	47.619047619	-	annotation tax_id_proj_id=1115511.PRJDB13 project_id=PRJDB13 cog=- GI=689831924 protein_id=GAL55813.1 
1115511.PRJDB13.EA14781_138_00090	1115511.PRJDB13.BBMY01000138	CDS	174	5019	5192	+	Yes	Yes	47.7011494253	-	annotation tax_id_proj_id=1115511.PRJDB13 project_id=PRJDB13 cog=- GI=689831925 protein_id=GAL55814.1 
1115511.PRJDB13.EA14781_138_00100	1115511.PRJDB13.BBMY01000138	CDS	165	5282	5446	+	Yes	Yes	55.7575757576	-	annotation product=flagellar biosynthesis protein FlhB gene=flhB tax_id_proj_id=1115511.PRJDB13 note=fragment cog=- project_id=PRJDB13 protein_id=GAL55815.1 GI=689831926 
1115511.PRJDB13.EA14781_138_00110	1115511.PRJDB13.BBMY01000138	CDS	975	5456	6430	+	Yes	Yes	53.0256410256	-	annotation product=flagellar biosynthesis protein FlhB gene=flhB tax_id_proj_id=1115511.PRJDB13 note=fragment cog=- project_id=PRJDB13 protein_id=GAL55816.1 GI=689831927 
1115511.PRJDB13.EA14781_138_00120	1115511.PRJDB13.BBMY01000138	CDS	2079	6423	8501	+	Yes	Yes	53.823953824	-	annotation product=flagellar biosynthesis protein FlhA gene=flhA tax_id_proj_id=1115511.PRJDB13 cog=- project_id=PRJDB13 protein_id=GAL55817.1 GI=689831928 
1115511.PRJDB13.EA14781_138_00130	1115511.PRJDB13.BBMY01000138	CDS	399	8498	8896	+	Yes	Yes	53.3834586466	-	annotation product=flagellar protein FlhE gene=flhE tax_id_proj_id=1115511.PRJDB13 cog=- project_id=PRJDB13 protein_id=GAL55818.1 GI=689831929 
1115511.PRJDB13.EA14781_138_00140	1115511.PRJDB13.BBMY01000138	CDS	1734	8949	10682	-	Yes	Yes	53.7485582468	-	annotation product=arginyl-tRNA synthetase gene=argS tax_id_proj_id=1115511.PRJDB13 cog=- project_id=PRJDB13 protein_id=GAL55819.1 GI=689831930 
1115511.PRJDB13.EA14781_138_00150	1115511.PRJDB13.BBMY01000138	CDS	567	10898	11464	+	Yes	Yes	51.8518518519	-	annotation product=hypothetical protein YecM gene=yecM tax_id_proj_id=1115511.PRJDB13 cog=- project_id=PRJDB13 protein_id=GAL55820.1 GI=689831931 
1115511.PRJDB13.EA14781_138_00160	1115511.PRJDB13.BBMY01000138	CDS	747	11478	12224	+	Yes	Yes	52.4765729585	-	annotation product=copper homeostasis protein CutC gene=cutC tax_id_proj_id=1115511.PRJDB13 cog=- project_id=PRJDB13 protein_id=GAL55821.1 GI=689831932 
1115511.PRJDB13.EA14781_109_00010	1115511.PRJDB13.BBMY01000109	CDS	591	313	903	-	Yes	Yes	42.4703891709	-	annotation product=hypothetical protein YadK gene=yadK tax_id_proj_id=1115511.PRJDB13 cog=- project_id=PRJDB13 protein_id=GAL55395.1 GI=689832403 
1115511.PRJDB13.EA14781_109_00020	1115511.PRJDB13.BBMY01000109	CDS	606	924	1529	-	Yes	Yes	43.2343234323	-	annotation product=hypothetical protein YadL gene=yadL tax_id_proj_id=1115511.PRJDB13 cog=- project_id=PRJDB13 protein_id=GAL55396.1 GI=689832404 
1115511.PRJDB13.EA14781_109_00030	1115511.PRJDB13.BBMY01000109	CDS	552	1544	2095	-	Yes	Yes	44.5652173913	-	annotation product=hypothetical protein YadM gene=yadM tax_id_proj_id=1115511.PRJDB13 cog=- project_id=PRJDB13 protein_id=GAL55397.1 GI=689832405 
1115511.PRJDB13.EA14781_109_00040	1115511.PRJDB13.BBMY01000109	CDS	2601	2109	4709	-	Yes	Yes	45.0980392157	-	annotation product=outer membrane usher protein HtrE gene=htrE tax_id_proj_id=1115511.PRJDB13 cog=- project_id=PRJDB13 protein_id=GAL55398.1 GI=689832406 
1115511.PRJDB13.EA14781_109_00050	1115511.PRJDB13.BBMY01000109	CDS	726	4750	5475	-	Yes	Yes	46.0055096419	-	annotation product=chaperone protein EcpD gene=ecpD tax_id_proj_id=1115511.PRJDB13 cog=- project_id=PRJDB13 protein_id=GAL55399.1 GI=689832407 
1115511.PRJDB13.EA14781_109_00060	1115511.PRJDB13.BBMY01000109	CDS	594	5562	6155	-	Yes	Yes	44.1077441077	-	annotation product=putative fimbrial-like protein YadN gene=yadN tax_id_proj_id=1115511.PRJDB13 cog=- project_id=PRJDB13 protein_id=GAL55400.1 GI=689832408 
1115511.PRJDB13.EA14781_109_00070	1115511.PRJDB13.BBMY01000109	CDS	480	6643	7122	-	Yes	Yes	50.8333333333	-	annotation product=2-amino-4-hydroxy-6- hydroxymethyldihydropteridine pyrophosphokinase gene=folK tax_id_proj_id=1115511.PRJDB13 cog=- project_id=PRJDB13 protein_id=GAL55401.1 GI=689832409 
1115511.PRJDB13.EA14781_109_00080	1115511.PRJDB13.BBMY01000109	CDS	1365	7119	8483	-	Yes	Yes	55.7509157509	-	annotation product=poly(A) polymerase gene=pcnB tax_id_proj_id=1115511.PRJDB13 cog=- project_id=PRJDB13 protein_id=GAL55402.1 GI=689832410 
1115511.PRJDB13.EA14781_109_00090	1115511.PRJDB13.BBMY01000109	CDS	927	8576	9502	-	Yes	Yes	52.2114347357	-	annotation product=glutamyl-Q tRNA(Asp) synthetase gene=gluQ tax_id_proj_id=1115511.PRJDB13 cog=- project_id=PRJDB13 protein_id=GAL55403.1 GI=689832411 
1115511.PRJDB13.EA14781_109_00100	1115511.PRJDB13.BBMY01000109	CDS	456	9539	9994	-	Yes	Yes	52.6315789474	-	annotation product=DnaK suppressor protein gene=dksA tax_id_proj_id=1115511.PRJDB13 cog=- project_id=PRJDB13 protein_id=GAL55404.1 GI=689832412 
1115511.PRJDB13.EA14781_109_00110	1115511.PRJDB13.BBMY01000109	CDS	705	10172	10876	-	Yes	Yes	48.6524822695	-	annotation product=sugar fermentation stimulation protein A gene=sfsA tax_id_proj_id=1115511.PRJDB13 cog=- project_id=PRJDB13 protein_id=GAL55405.1 GI=689832413 
1115511.PRJDB13.EA14781_109_00120	1115511.PRJDB13.BBMY01000109	CDS	531	10891	11421	-	Yes	Yes	55.9322033898	-	annotation product=2'-5' RNA ligase gene=ligT tax_id_proj_id=1115511.PRJDB13 cog=- project_id=PRJDB13 protein_id=GAL55406.1 GI=689832414 
1115511.PRJDB13.EA14781_109_00130	1115511.PRJDB13.BBMY01000109	CDS	2475	11450	13924	+	Yes	Yes	56.2424242424	-	annotation product=ATP-dependent RNA helicase HrpB gene=hrpB tax_id_proj_id=1115511.PRJDB13 cog=- project_id=PRJDB13 protein_id=GAL55407.1 GI=689832415 
